state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch
"IA",1983,1.23,8.1,12573.39,60.44465,.3612385,.50397,.3434,19,0,.204323,6770.308,1,0,0,514,.000177,123,.0000424,72,42,.0003043,10,.0000725,77,36,.0004955,.0002317,75,.0003538,32,.0001509,211.56,.0000729,2904004,137999.9,155393.8,211999.8,19661,9.6,57.9,-.0511714
"IA",1984,1.16,7,13203.3,60.74074,.3461539,.54432,.3592,19,0,.193046,7060.63,1,0,0,420,.0001447,100,.0000344,61,32,.0002406,7,.0000526,62,29,.0004092,.0001914,56,.0002705,22,.0001063,168.69,.0000581,2902999,132999.7,151499,207000.3,20497,7.5,59.5,.067845
"IA",1985,1.1,8,13351.7,60.49326,.3336864,.5879,.375794,19,0,.184236,7001.038,1,0,0,474,.0001644,85,.0000295,62,37,.0002868,6,.0000465,71,21,.0004807,.0001422,76,.0003838,25,.0001263,182.751,.0000634,2884001,128999.9,147701.9,198000.2,20191,7.2,60.1,-.0198835
"IA",1986,.98,7,13812.18,62.52337,.3831269,.635,.393111,20,0,.178267,7192.99,1,0,0,441,.0001547,93,.0000326,62,49,.0003712,5,.0000379,65,25,.0004514,.0001736,51,.0002881,13,.0000734,146.979,.0000516,2849997,132000,144000,176999.8,20500,7,60.7,.0143715
"IA",1987,1.04,5.5,14284,64.03181,.4275,.6858,.411227,21,0,.17257,7342.257,1,0,0,491,.0001733,91,.0000321,61,42,.0003281,6,.0000469,55,16,.0003986,.0001159,56,.0003294,13,.0000765,186.09,.0000657,2834006,128000,138000.3,169999.9,20808,6.2,61.5,-.0128075
"IA",1988,.96,4.5,14111.65,66.68217,.4849269,.7407,.430177,21,0,.15633,7730.063,1,0,0,557,.0001965,106,.0000374,65,40,.0003333,8,.0000667,63,22,.0005,.0001746,73,.0004195,22,.0001264,182.051,.0000642,2834000,120000.1,126000,174000.1,21907,5.5,62.3,.0249414
"KS",1982,1.29,6.3,14094.27,62.73292,.4840096,3.1966,.426407,21,0,.213105,7333.069,0,1,1,498,.0002068,88,.0000365,55,30,.0002703,7,.0000631,56,18,.0004159,.0001337,77,.0004162,24,.0001297,288.305,.0001197,2407996,111000.1,134654.7,185000.1,17658,9.7,57.8,-.0154056
"KS",1983,1.23,6.1,13917.43,62.44395,.4651376,3.2461,.440257,21,0,.204553,7479.611,0,1,1,411,.0001693,76,.0000313,45,30,.000283,3,.0000283,59,28,.0004491,.0002131,64,.0003516,16,.0000879,185.429,.0000764,2426998,105999.9,131373,182000.2,18153,9.6,57.9,.0094826
"KS",1984,1.21,5.2,14308.79,63.11977,.4457143,3.2963,.454557,21,0,.195035,7670.888,0,1,1,510,.000209,96,.0000393,62,32,.0003137,6,.0000588,60,22,.0004681,.0001716,68,.0003842,20,.000113,208.669,.0000855,2440005,102000.2,128171.3,176999.9,18717,7.5,59.5,.0549539
"KS",1985,1.22,5,14631.36,65.55184,.429661,3.3473,.469321,21,0,.190181,7867.333,0,1,1,486,.0001984,89,.0000363,47,29,.0002871,3,.0000297,61,20,.0004878,.0001599,67,.0003964,27,.0001598,231.75,.0000946,2450004,100999.9,125047.6,168999.9,19275,7.2,60.1,.010786
"KS",1986,1.14,5.4,14977.3,64.40771,.4185759,3.3991,.484565,21,0,.183509,8100.053,1,1,1,500,.0002033,110,.0000447,56,38,.0003551,7,.0000654,63,30,.0005164,.0002459,59,.0003782,17,.000109,216.014,.0000878,2458996,107000.1,122000,156000,19918,7,60.7,.0250776
"KS",1987,1.08,4.9,15152,65.77511,.4056,3.4516,.500305,21,0,.179385,8304.131,1,1,1,491,.0001983,112,.0000452,72,37,.0003524,10,.0000952,62,24,.0005254,.0002034,66,.0004342,27,.0001776,184.431,.0000745,2475997,105000,118000.8,151999.8,20561,6.2,61.5,.0028575
"KS",1988,1.08,4.8,15167.47,66.14301,.3903754,3.505,.516555,21,0,.170375,8481.355,1,1,1,483,.0001936,95,.0000381,63,34,.0003333,7,.0000686,59,27,.0005364,.0002455,52,.0003421,14,.0000921,161.535,.0000647,2495002,102000.1,110000.7,152000.1,21161,5.5,62.3,.0206855
"KY",1982,1.43,10.6,11071.6,55.83982,.2159905,24.0411,.3,21,39.4533,.195236,6937.466,0,0,0,822,.0002225,159,.000043,100,67,.0003454,14,.0000722,113,37,.0005425,.0001776,119,.0004296,33,.0001191,279.195,.0000756,3694000,193999.9,208284.2,276999.9,25627,9.7,57.8,-.0276839
"KY",1983,1.38,11.7,10913.99,55.22058,.2075688,23.9127,.3,21,39.2408,.202715,7194.143,0,0,0,778,.0002095,148,.0000398,95,73,.0003904,14,.0000749,92,35,.0004485,.0001706,101,.0003646,33,.0001191,262.608,.0000707,3713994,187000.2,205142.8,277000,26719,9.6,57.9,.0128027
"KY",1984,1.3,9.3,11441.76,56.90224,.1989011,23.785,.3,21,40.3541,.191641,7513.703,1,0,0,754,.0002027,126,.0000339,80,55,.0003039,10,.0000552,87,21,.0004306,.0001039,107,.0003905,25,.0000912,236.672,.0000636,3720003,181000.2,202048.8,274000,27951,7.5,59.5,.0646127
"KY",1985,1.28,9.5,11405.72,55.89949,.1917373,23.6579,.3,21,39.1036,.202642,7654.335,1,0,0,712,.0001911,117,.0000314,69,61,.0003446,16,.0000904,84,18,.0004221,.0000905,92,.000342,30,.0001115,203.75,.0000547,3725993,176999.9,199001.4,269000.3,28520,7.2,60.1,-.0024902
"KY",1986,1.17,9.3,11602.68,55.57971,.1867905,23.5315,.3,21,45.7921,.17963,7859.621,1,0,0,805,.000216,142,.0000381,108,58,.0003169,18,.0000984,89,22,.0004541,.0001122,105,.0004268,34,.0001382,244.906,.0000657,3726007,182999.9,196000,246000.2,29285,7,60.7,.0103472
"KY",1987,1.16,8.8,12008,55.38739,.181,23.4058,.3,21,45.7798,.173935,8135.244,1,0,0,844,.0002265,121,.0000325,75,80,.0004372,10,.0000546,87,17,.0004531,.0000885,106,.0004417,25,.0001042,255.851,.0000686,3726993,183000.2,192002.1,239999.8,30320,6.2,61.5,.0472531
"KY",1988,1.16,7.9,12340.71,56.57942,.174206,23.2808,.3,21,45.7798,.166122,8482.436,1,0,0,838,.0002248,107,.0000287,79,77,.000435,9,.0000508,93,20,.0005225,.0001124,106,.0004327,22,.0000898,224.85,.0000603,3726996,177000.1,178000.7,245000,31614,5.5,62.3,.03294
"LA",1982,1.84,10.3,12213.6,53.74718,.8663484,15.2656,.328286,18,3.4543,.281496,6137.799,1,1,1,1091,.0002489,230,.0000525,120,58,.0002417,15,.0000625,155,49,.0006159,.0001947,175,.0005072,50,.0001449,378.609,.0000864,4383005,239999.7,251680.3,345000.3,26902,9.7,57.8,-.0428278
"LA",1983,1.76,11.8,11994.27,53.36705,.8325688,15.1498,.343414,18,3.4091,.243499,6208.742,0,1,1,933,.0002101,168,.0000378,95,66,.0002809,13,.0000553,117,31,.0004699,.0001245,142,.000414,37,.0001079,362.47,.0000816,4440997,235000,248966.7,343000.1,27573,9.6,57.9,-.0619938
"LA",1984,1.74,10,12017.58,54.88226,.7978022,15.0348,.359239,18,3.1831,.281625,7080.938,0,1,1,961,.0002154,222,.0000498,138,70,.0003084,19,.0000837,119,53,.0004832,.0002152,152,.0004497,48,.000142,407.527,.0000914,4460991,227000,246282.3,338000.1,31588,7.5,59.5,.0243971
"LA",1985,1.6,11.5,11972.46,54.95467,.7690678,14.9207,.375794,18,3.1243,.202869,7445.878,0,1,1,931,.0002078,194,.0000433,113,61,.000276,8,.0000362,118,46,.0004843,.0001888,134,.0004061,42,.0001273,360.649,.0000805,4481003,221000.1,243626.8,329999.7,33365,7.2,60.1,-.0276619
"LA",1986,1.45,13.1,11602.68,53.71233,.749226,14.8075,.393111,18,3.0807,.196083,7108.686,0,1,1,932,.0002072,181,.0000402,91,57,.0002568,12,.0000541,108,32,.0004481,.0001328,141,.0004653,34,.0001122,351.913,.0000782,4499003,221999.8,241000,302999.7,31982,7,60.7,-.0904825
"LA",1987,1.4,12,11515,53.64404,.726,14.6951,.411227,20.5,3.1069,.182696,6859.208,0,1,1,827,.0001854,174,.000039,103,58,.000271,11,.0000514,82,24,.000355,.0001039,127,.0004379,40,.0001379,303.575,.0000681,4461011,214000,230998.9,290000,30599,6.2,61.5,-.0609582
"LA",1988,1.39,10.9,11830.61,53.84858,.6987488,14.5836,.430177,21,3.1069,.170625,7867.977,0,1,1,925,.0002098,208,.0000472,131,57,.0002794,12,.0000588,108,39,.0005167,.0001866,110,.0003729,34,.0001153,313.573,.0000711,4407995,203999.8,208998.6,295000.3,34682,5.5,62.3,.0213793
"ME",1982,1.97,8.6,11442.72,55.99051,.8054893,.1,.4,20,3.3451,.187583,6733.286,0,1,0,166,.0001461,30,.0000264,24,11,.0001803,2,.0000328,26,6,.0004176,.0000964,19,.0002375,4,.00005,75.24,.0000662,1135998,60999.95,62254.06,80000,7649,9.7,57.8,.0058755
"ME",1983,1.99,9,11795.87,57.25995,.7740826,.1,.4,20,3.4061,.183961,6920.517,0,1,0,224,.0001956,44,.0000384,31,22,.0003729,4,.0000678,30,9,.0004864,.0001459,43,.0005309,11,.0001358,91.595,.00008,1145001,59000.05,61682.73,81000.03,7924,9.6,57.9,.0623604
"ME",1984,1.97,6.1,12271.43,59.76878,.7417582,.1,.4,20,3.57119,.17952,8083.908,0,1,0,232,.0002007,47,.0000407,39,15,.0002586,2,.0000345,39,12,.0006381,.0001963,22,.0002716,9,.0001111,71.8,.0000621,1156000,57999.93,61116.64,80999.98,9345,7.5,59.5,.0590452
"ME",1985,1.83,5.4,12609.11,59.77143,.7150424,.1,.4,20.5,3.35052,.174748,7969.934,0,1,0,206,.000177,39,.0000335,28,18,.0003214,4,.0000714,31,4,.0005119,.0000661,22,.000275,8,.0001,58.6,.0000503,1164000,55999.93,60555.74,80000,9277,7.2,60.1,.0366306
"ME",1986,1.79,5.3,13292.05,60.1359,.749807,.1,.4,21,3.32765,.169682,8550.348,0,1,0,214,.0001826,34,.000029,21,12,.0002143,1,.0000179,22,5,.0003667,.0000833,41,.0005541,10,.0001351,65.88,.0000562,1171999,55999.93,60000,74000.01,10021,7,60.7,.061839
"ME",1987,1.78,4.4,13984,62.47216,.7875,.1,.4,21,3.28559,.188787,9069.937,0,1,0,232,.0001955,36,.0000303,26,12,.0002143,2,.0000357,34,9,.0005763,.0001525,26,.0003611,11,.0001528,59.93,.0000505,1186998,55999.93,59000.12,72000.02,10766,6.2,61.5,.1128455
"ME",1988,1.78,3.8,14538.98,62.91028,.7579404,.1,.4,21,3.28559,.179826,9461.399,0,1,0,255,.0002116,31,.0000257,25,21,.0003818,3,.0000545,28,4,.0005,.0000714,29,.0003766,6,.0000779,61.77,.0000513,1205002,55000.02,56000,77000.08,11401,5.5,62.3,.0703771
"MD",1982,2.46,8.4,15198.09,61.45026,.2410501,3.02269,.328286,21,1.53368,.196279,6768.094,1,0,0,640,.0001498,182,.0000426,101,43,.0001814,10,.0000422,90,45,.0003846,.0001923,92,.0002968,37,.0001194,175.6,.0000411,4272991,236999.5,234008.1,310000.2,28920,9.7,57.8,-.0069335
"MD",1983,2.38,6.9,15644.5,63.14655,.2316514,3.03409,.343414,21,1.50105,.20469,7118.825,1,0,0,656,.0001525,167,.0000388,93,47,.0002043,11,.0000478,69,32,.0002978,.0001381,102,.0003269,36,.0001154,177.33,.0000412,4300991,229999.8,231722.8,312000.1,30618,9.6,57.9,.0579636
"MD",1984,2.32,5.4,16313.19,64.53771,.221978,3.04554,.359239,21,1.13394,.212863,7289.488,1,0,0,643,.0001479,142,.0000327,86,48,.0002152,10,.0000448,62,15,.0002702,.0000654,109,.000346,43,.0001365,180.07,.0000414,4349002,222999.6,229459.8,314999.8,31702,7.5,59.5,.0671133
"MD",1985,2.26,4.6,16921.61,64.5509,.2139831,3.05704,.375794,21,1.12284,.215297,7590.41,1,0,0,729,.000166,141,.0000321,85,39,.0001797,6,.0000276,90,32,.0003961,.0001408,123,.0003892,41,.0001297,188.84,.000043,4391990,216999.4,227219,315999.6,33337,7.2,60.1,.0554242
"MD",1986,2.13,4.5,17475.75,66.2441,.2084623,3.06858,.393111,21,1.10738,.176037,7826.705,1,0,0,784,.0001757,174,.000039,106,56,.0002654,13,.0000616,75,27,.0003333,.00012,132,.000449,55,.0001871,197.08,.0000442,4461009,210999.9,225000,293999.8,34915,7,60.7,.055968
"MD",1987,2.1,4.2,18167,66.69566,.202,3.08016,.411227,21,1.09151,.170368,8046.975,1,0,0,814,.0001795,172,.0000379,101,53,.000256,17,.0000821,90,23,.0004054,.0001036,118,.0004083,41,.0001419,170.01,.0000375,4534996,206999.7,221997.5,289000.3,36493,6.2,61.5,.0718352
"MD",1988,1.98,4.5,18755.53,66.68565,.1944177,3.09178,.430177,21,1.09151,.172348,8112.946,1,0,0,782,.0001692,150,.0000325,92,50,.0002538,7,.0000355,80,25,.0003738,.0001168,100,.0003226,31,.0001,158.01,.0000342,4621996,197000.1,214001,309999.7,37498,5.5,62.3,.0544077
"MA",1982,2.46,7.9,15215.99,62.05267,.2863962,0,.1,20,1.81114,.190607,6380.051,0,0,0,659,.0001147,169,.0000294,108,76,.0002621,15,.0000517,92,33,.0002771,.0000994,109,.0002444,45,.0001009,344.77,.00006,5746976,290000,332032.4,445999.3,36666,9.7,57.8,-.0017325
"MA",1983,2.42,6.9,15801.61,61.98569,.2752294,0,.1,20,1.80021,.186082,6510.74,0,0,0,651,.0001129,198,.0000343,131,59,.0002092,12,.0000426,85,48,.0002613,.0001475,109,.0002472,55,.0001247,221.52,.0000384,5766012,281999.8,325323.7,440999.2,37541,9.6,57.9,.0677382
"MA",1984,2.46,4.8,16735.16,64.33163,.2637362,0,.1,20,2.24215,.179802,6646.591,0,0,0,666,.0001149,181,.0000312,130,58,.0002117,13,.0000474,101,43,.0003169,.0001349,119,.0002736,48,.0001103,210.57,.0000363,5798010,273999.8,318750.6,435000.3,38537,7.5,59.5,.0839121
"MA",1985,2.4,3.9,17271.19,64.64491,.2542373,0,.1,20.5,2.31032,.173664,6818.296,0,0,0,742,.0001274,176,.0000302,105,64,.0002397,10,.0000375,103,35,.0003298,.0001121,101,.0002371,44,.0001033,188.43,.0000324,5821982,267000.4,312310.2,426000.4,39696,7.2,60.1,.0551131
"MA",1986,2.2,3.8,18145.51,64.45321,.247678,0,.1,21,1.80007,.170999,7027.964,0,0,0,752,.0001289,190,.0000326,123,72,.0002717,27,.0001019,80,29,.0002614,.0000948,109,.0002824,47,.0001218,187.3,.0000321,5833980,265000.1,306000,386000.6,41001,7,60.7,.0602692
"MA",1987,2.26,3.2,19050,65.11881,.24,0,.1,21,1.79361,.162926,7225.436,0,0,0,689,.0001177,163,.0000278,110,67,.0002638,14,.0000551,94,36,.0003176,.0001216,80,.0002145,38,.0001019,176.04,.0000301,5855010,253999.5,295997.8,373000.4,42305,6.2,61.5,.0745931
"MA",1988,2.15,3.3,20034.65,66.17519,.2309913,0,.1,21,1.79361,.155174,7358.473,0,0,0,725,.0001231,165,.000028,106,48,.0002025,9,.000038,92,37,.0003358,.000135,86,.0002161,34,.0000854,204.22,.0000347,5888994,236999.6,273997.1,398000.7,43334,5.5,62.3,.0577074
"MI",1982,1.88,15.5,13247.02,53.53864,.5456539,.62481,.2,21,0,.243818,6712.743,1,0,0,1392,.0001527,392,.000043,225,89,.0001802,24,.0000486,178,84,.0003438,.0001622,169,.0002467,81,.0001182,496.14,.0000544,9116988,493999.8,517776.8,685000.9,61200,9.7,57.8,-.0806632
"MI",1983,1.87,14.2,13606.65,54.74844,.5243784,.6376,.2,21,0,.237244,6721.328,1,0,0,1314,.0001451,345,.0000381,200,110,.0002321,17,.0000359,163,75,.0003222,.0001482,179,.0002684,78,.0001169,492.71,.0000544,9054014,473999,505932.3,666999.5,60855,9.6,57.9,.0472308
"MI",1984,1.87,11.2,14317.58,57.24455,.5024813,.65064,.2,21,0,.243742,7007.071,1,0,0,1531,.000169,334,.0000369,191,122,.0002652,26,.0000565,174,58,.000352,.0001173,196,.0002988,74,.0001128,547.53,.0000604,9057993,460000.7,494358.8,656001.1,63470,7.5,59.5,.0715408
"MI",1985,1.84,9.9,14830.51,57.69797,.4843835,.66396,.2,21,0,.219419,7416.576,1,0,0,1545,.00017,302,.0000332,165,106,.000233,19,.0000418,168,53,.0003478,.0001097,179,.0002784,64,.0000995,423.76,.0000466,9088021,455000.1,483050.1,642999.1,67402,7.2,60.1,.0466399
"MI",1986,1.75,8.8,15278.64,58.40747,.4718865,.67755,.2,21,0,.191912,7829.523,1,0,0,1605,.0001756,334,.0000365,200,147,.0003141,30,.0000641,176,72,.0003729,.0001525,189,.0003078,64,.0001042,498.31,.0000545,9138998,467999.3,472000,613999.2,71554,7,60.7,.0387384
"MI",1987,1.65,8.2,15418,59.94806,.457258,.69141,.2,21,0,.186721,8228.915,1,0,0,1597,.0001736,333,.0000362,177,138,.0002993,17,.0000369,169,47,.000365,.0001015,180,.0002985,61,.0001012,487.37,.000053,9199998,461000.4,463001,603000.9,75706,6.2,61.5,.017627
"MI",1988,1.62,7.6,15930.7,60.24684,.4400943,.70556,.2,21,0,.175254,8430.646,1,0,0,1704,.0001844,359,.0000389,200,115,.0002614,17,.0000386,176,62,.0003982,.0001403,192,.0003205,75,.0001252,551.13,.0000596,9239979,439999.4,442000.1,599000.4,77899,5.5,62.3,.0325749
"MN",1982,2.13,7.8,13781.62,65.08144,.346062,.1,.2,19,0,.199833,7059.264,1,0,0,571,.0001382,138,.0000334,83,36,.000169,14,.0000657,65,26,.0002804,.0001122,96,.0003067,39,.0001246,164.6,.0000398,4133009,213000.1,231810.1,313000.3,29176,9.7,57.8,-.0207701
"MN",1983,2.11,8.2,13840.6,64.76499,.3325688,.1,.2,19,0,.191821,7494.075,1,0,0,555,.0001339,124,.0000299,75,40,.000197,13,.000064,76,27,.0003349,.000119,82,.0002654,32,.0001036,178.565,.0000431,4145008,203000.3,226957.3,309000.2,31063,9.6,57.9,.0203343
"MN",1984,2.06,6.3,14734.07,67.18196,.3186813,.1,.2,19,0,.178974,7644.966,1,0,0,582,.0001398,108,.0000259,61,48,.0002449,10,.000051,93,27,.0004185,.0001215,75,.0002467,21,.0000691,208.156,.00005,4163001,196000,222206.1,303999.4,31826,7.5,59.5,.0854081
"MN",1985,2.04,6,14983.05,66.9763,.3072034,.1,.2,19,0,.175171,7795.873,1,0,0,608,.000145,128,.0000305,81,45,.0002332,9,.0000466,74,29,.0003401,.0001333,74,.0002517,29,.0000986,160.486,.0000383,4192988,192999.7,217554.4,293999.6,32688,7.2,60.1,.0203599
"MN",1986,1.78,5.3,15464.4,66.76154,.2992776,.1,.2,19.67,0,.164709,8053.176,1,0,0,571,.0001355,121,.0000287,74,50,.0002551,7,.0000357,89,34,.0004178,.0001596,63,.0002351,25,.0000933,162.805,.0000386,4212996,196000,213000,267999.6,33928,7,60.7,.0350065
"MN",1987,1.81,5.4,15910,66.88555,.31625,.1,.2,21,0,.153883,8282.359,1,0,0,530,.0001248,113,.0000266,60,58,.0003069,11,.0000582,55,13,.000267,.0000631,63,.0002432,25,.0000965,141.75,.0000334,4246013,189000.2,206000.2,259000.3,35167,6.2,61.5,.0363326
"MN",1988,1.73,4,16048.12,68.89848,.3209817,.1,.2,21,0,.144433,8462.255,1,0,0,612,.0001421,112,.000026,65,44,.0002431,15,.0000829,81,27,.0004219,.0001406,79,.0002937,28,.0001041,158.077,.0000367,4307008,181000,192002.3,269000.3,36447,5.5,62.3,.0391816
"MS",1982,1.5,11,9553.699,52.20507,1.145943,30.09,.3,21,19.8753,.208189,6679.401,0,0,0,730,.0002844,134,.0000522,79,46,.0003194,11,.0000764,81,24,.0005366,.000159,102,.0005313,29,.000151,276,.0001075,2566997,144000.2,150960.1,192000,17146,9.7,57.8,-.0204202
"MS",1983,1.47,12.6,9513.762,50.87623,1.101261,30.0351,.3,21,20.031,.207436,6891.988,1,0,0,715,.0002768,116,.0000449,71,50,.0003597,11,.0000791,76,14,.0005068,.0000934,95,.0004897,22,.0001134,125.053,.0000484,2582999,139000.1,149960.2,193999.9,17802,9.6,57.9,.0013884
"MS",1984,1.42,10.8,9792.308,52.06522,1.055275,29.9804,.3,21,20,.199328,7098.54,1,0,0,679,.0002614,102,.0000393,65,40,.0002941,6,.0000441,82,27,.0005505,.0001812,76,.0003897,14,.0000718,434,.0001671,2597999,135999.8,148966.9,194999.8,18442,7.5,59.5,.0672459
"MS",1985,1.36,10.3,9797.67,54.20911,1.076631,29.9257,.3,21,19.8852,.193236,7321.097,1,0,0,662,.0002533,102,.000039,68,37,.0002761,6,.0000448,72,17,.0004866,.0001149,101,.000526,20,.0001042,379.895,.0001454,2612997,134000.2,147980.2,191999.9,19130,7.2,60.1,.0024292
"MS",1986,1.27,11.7,9996.904,54.57464,1.065387,29.8712,.3,21,18.64,.185524,7489.324,1,0,0,771,.0002938,132,.0000503,79,55,.0003929,6,.0000429,85,25,.0005782,.0001701,91,.0005291,24,.0001395,464.977,.0001772,2624002,140000,147000,171999.9,19652,7,60.7,.0061583
"MS",1987,1.23,10.2,10303,55.08791,.9603,29.8167,.3,21,17.2648,.175626,7684.952,1,0,0,756,.000288,119,.0000453,78,48,.0003453,9,.0000647,85,20,.0005903,.0001389,95,.0005689,21,.0001257,464.4,.0001769,2625000,138999.9,143999.5,167000.1,20173,6.2,61.5,.0131728
"MS",1988,1.23,8.4,10698.75,55.46129,.9242541,29.7624,.3,21,17.2648,.161036,8413.373,1,0,0,722,.0002756,106,.0000405,63,45,.0003333,7,.0000519,72,11,.0005496,.000084,84,.0004855,22,.0001272,450,.0001718,2619996,135000.1,130999.6,173000,22043,5.5,62.3,.04847
"MO",1982,1.27,9.2,12968.97,56.50999,.3466122,14.3842,.46661,21,0,.207461,7082.759,0,0,0,890,.0001801,220,.0000445,134,79,.0003224,22,.0000898,120,43,.0004437,.000159,122,.0003417,46,.0001289,337.458,.0000683,4942001,245000,270439,356999.7,35003,9.7,57.8,-.0207589
"MO",1983,1.27,9.9,13186.93,56.70601,.3330975,14.4771,.50397,21,0,.201181,7363.074,0,0,0,911,.0001836,227,.0000457,130,64,.0002723,17,.0000723,102,44,.0003843,.0001658,112,.0003155,47,.0001324,351.85,.0000709,4963009,235000.4,265442.5,354999.9,36543,9.6,57.9,.0459878
"MO",1984,1.27,7.2,13727.47,58.59958,.3191879,14.5707,.54432,21,0,.187239,7705.446,0,0,0,967,.0001934,203,.0000406,106,65,.0002863,15,.0000661,131,47,.0005028,.0001804,138,.000392,48,.0001364,337.435,.0000675,5001009,226999.7,260538.3,352000.4,38535,7.5,59.5,.071163
"MO",1985,1.35,6.4,14033.9,61.06405,.3076918,14.6649,.58789,21,0,.184188,7811.482,0,0,0,931,.0001851,200,.0000398,126,69,.000308,12,.0000536,105,34,.0004106,.000133,130,.0003779,45,.0001308,287.891,.0000572,5029007,223999.8,255724.7,344000,39284,7.2,60.1,.0251532
"MO",1986,1.37,6.1,14368.42,62.45421,.2997534,14.7597,.63496,21,0,.177048,8161.917,0,0,0,1129,.0002229,237,.0000468,138,97,.0004181,24,.0001034,138,57,.0005498,.0002271,153,.000492,52,.0001672,351.654,.0000694,5064007,232000.3,251000,311000.3,41332,7,60.7,.0272512
"MO",1987,1.4,6.3,14648,62.73597,.290461,14.8551,.6858,21,0,.163764,8500.705,0,0,0,1044,.0002046,209,.000041,126,94,.0004069,16,.0000693,98,23,.0004,.0000939,125,.0004112,38,.000125,324.708,.0000636,5102989,231000.2,245000,304000.2,43379,6.2,61.5,.0343548
"MO",1988,1.32,5.7,14871.99,62.76623,.2795582,14.9511,.7407,21,0,.151574,8864.047,0,0,0,1103,.0002146,237,.0000461,147,70,.0003139,15,.0000673,129,37,.0005708,.0001637,150,.0004792,61,.0001949,350.867,.0000682,5140993,223000.3,225998.6,313000.2,45570,5.5,62.3,.0246795
"MT",1982,1.92,8.6,12033.41,61.22449,.3464475,1.1807,3.3,19,0,.221545,8284.474,0,1,0,254,.0003155,50,.0000621,32,26,.0006341,8,.0001951,38,12,.0008979,.0002835,51,.0008793,9,.0001552,95.544,.0001187,804999.8,41000.02,42323.12,58000.02,6669,9.7,57.8,-.0431731
"MT",1983,1.86,8.8,11954.13,60.40269,.3329392,1.2232,3.3,19,0,.225487,8800.24,0,1,0,286,.0003505,77,.0000944,54,15,.000375,6,.00015,31,11,.0007476,.0002653,49,.0008448,12,.0002069,112.641,.000138,816000.4,40000,41466.7,57999.97,7181,9.6,57.9,-.0063373
"MT",1984,1.75,7.4,11906.59,62.22961,.3190362,1.2672,3.3,19,0,.223629,8974.486,0,1,0,238,.0002892,44,.0000535,24,20,.0005263,2,.0000526,41,12,.0010092,.0002954,24,.0004211,6,.0001053,91.903,.0001117,822999.8,37999.98,40627.6,56999.95,7386,7.5,59.5,-.0127104
"MT",1985,1.67,7.7,11669.49,62.02322,.3190784,1.3129,3.3,19,0,.208701,9167.078,0,1,0,223,.00027,56,.0000678,32,15,.0004054,7,.0001892,20,12,.0005024,.0003015,27,.0004821,10,.0001786,94.603,.0001145,825999.3,37000.04,39805.48,55999.98,7572,7.2,60.1,-.0510612
"MT",1986,1.54,8.1,12076.37,62.33333,.3220815,1.3602,3.3,19,0,.187299,9575.281,0,1,0,222,.0002717,30,.0000367,17,16,.0004211,2,.0000526,30,9,.0007692,.0002308,24,.00048,2,.00004,69.936,.0000856,816999.5,37999.96,39000,50000,7823,7,60.7,.0265266
"MT",1987,1.46,7.4,12291,62.54181,.3238,1.4092,3.3,20.33,0,.175665,9980.224,0,1,0,234,.0002892,54,.0000667,32,17,.0004722,3,.0000833,26,12,.0007027,.0003243,35,.0007292,10,.0002083,77.865,.0000962,808999.9,36000.02,37000.14,47999.98,8074,6.2,61.5,-.0622298
"MT",1988,1.44,6.8,12383.06,62.91946,.3229105,1.4599,3.3,21,0,.16292,10109.33,0,1,0,198,.000246,49,.0000609,35,20,.0005714,2,.0000571,13,3,.0003824,.0000882,20,.0004348,7,.0001522,73.125,.0000908,804999.2,34999.98,34000.26,45999.96,8138,5.5,62.3,-.0042574
"NE",1982,1.59,6.1,13192.12,63.65979,.375895,.6566,.42641,20,.03774,.22048,7191.827,1,0,0,261,.0001642,46,.0000289,25,14,.0001818,4,.0000519,34,9,.0003876,.0001026,31,.0002605,9,.0000756,90.449,.0000569,1589999,77000.08,87722.63,119001.9,11435,9.7,57.8,-.0392983
"NE",1983,1.51,5.7,12919.72,63.59761,.3612385,.6868,.44026,20,.03759,.212074,7226.798,1,0,0,255,.0001598,67,.000042,29,17,.0002297,6,.0000811,38,19,.0004433,.0002216,42,.000359,16,.0001368,70.904,.0000444,1596004,73999.91,85724.75,117001.4,11534,9.6,57.9,-.0244699
"NE",1984,1.45,4.4,13540.66,64.54623,.3461539,.7185,.45456,20,.03738,.192238,26148.27,1,0,0,285,.0001776,44,.0000274,23,28,.0003944,6,.0000845,27,11,.0003223,.0001313,37,.0003217,9,.0000783,63.36,.0000395,1605001,71000.03,83772.38,114999.7,41968,7.5,59.5,.0783498
"NE",1985,1.43,5.5,13735.17,64.96164,.3694386,.7516,.46932,21,.03692,.194537,7505.625,1,0,0,237,.0001476,48,.0000299,30,18,.0002609,6,.000087,28,10,.000342,.0001222,28,.0002522,14,.0001261,60.515,.0000377,1605996,68999.88,81864.46,111001,12054,7.2,60.1,.0184424
